ID,grade,teacher,time,T1,T2,T3,T4,S1,S2,S3,S4,S5,purpose,criteria,generality,evidence,audience1,audience2
301181,6,4,5,,,,2,0,5,0,0,0,I would show them my model and tell them that other molecules bump into odor molecules to make them move around.,,I think my model should focus on specifically how the odor travels. model should be specific because it is not about how other substance move around.,,I think my model is for my teacher and I.,I think my model should focus on specifically how the odor travels. model should be specific because it is not about how other substance move around.
301191,6,4,5,,,,2,0,0,0,0,0,To explain something with a picture.,"A key, neatness, and a question it answers or a title.","It will explain how all odors move. Because all odors move, and travel like air which is what I showed.",,Anyone because anyone who wants to know how odors move can see my model and learn.,"It will explain how all odors move. Because all odors move, and travel like air which is what I showed."
301168,6,4,5,,,,2,0,0,0,0,0,To explain things we can't see and imagine how they look.,Key to explain what everything is. Arrows to show if anything is moving or hot. Labels to show what is that.,My model can be used for anything except for maybe when molecules are cooled because when you cool the molecules all the molecules would be joined together and kind of vibrate.,,Teachers or schools in elementary because they can learn about how molecules move.,My model can be used for anything except for maybe when molecules are cooled because when you cool the molecules all the molecules would be joined together and kind of vibrate.
301202,6,4,5,,,,2,0,0,0,0,0,To help explain and tech us.,"A key, neatness, and words.",It should mainly focus the odor and air in the room. Cause your not taking about like oxygen.,,"MSU, and teacher, and me to help me learn.",It should mainly focus the odor and air in the room. Cause your not taking about like oxygen.
301204,6,4,5,,,,2,0,0,0,0,0,The purpose of a model is to show or learn or teach to other people. You can also learn from models.,"What makes a good model? A good model is one with a key, what you are putting in your model has to do with what you learned in class.",Yes you should tell how the odors move. Because in the model you need to tell how the odor travels.,,To learn from and help me understand. Because it helps me understand better when we do more and more.,I could show them a model to help them understand better. The person would have to think about how the odor travels.
301229,6,4,5,,,,2,0,0,0,0,0,The purpose of a model is to explain or understand how things work.,A good model explains things correctly and accurately.,I think my model should not explain for all different ways substances move. Because then their model will be complex.,,For people who don't know how odors get to their nose. Because the people can make detectors.,If a person is not in a straight line from the object. Then he shouldn't be able to smell it but he does. Person behind a wall can still smell the odor. The odor doesn't move in a straight line.
301118,6,3,6,,,3,,0,0,0,0,0,For if someone needed to know.,Sentences that are true facts.,It should just address like how the grand canyon was formed. Because it doesn't explain all the other things.,It fits the explanation I said.,It is to help people see how water shapes landforms. Because it does.,I would tell them it.
301146,6,3,6,,,3,,0,0,0,0,0,I might want to tell someone that is interested in how some canyons are made in valleys.,To  talk about what is the topic to know what is and complete and good explanation.,It should teach on one thing. It is easier to explain and that you can put one thing in more detail.,It shows how water takes dirt and rock breaks them apart and puts them somewhere else.,For people who need to know this information. They might want to know how water shapes our world.,Think of the ocean and that the earth is 75% water and how powerful and fast it is and how strong it is.
301364,6,3,6,,,3,,0,0,0,0,0,The purpose of my explanation is to teach how a canyon river is formed. I might use my explanation for teaching kids who want to know how a canyon is formed.,I think correct information and explaining easily make a good explanation.,"Mainly on the Grand Canyon. My explanation explains how a canyon was formed, not different landforms.","The stream table had some land, but after a while there was a canyon because the water eroded and eroded the sand and kept on taking the sand until that path was fully eroded. There were two cliffs left which formed a canyon.","I think my information is for people who want to know the Grand Canyon as formed. My explanation show how a canyon is formed, so somebody who wants to know how the Grand Canyon is formed can use it too.","I can say that the whole ocean is the biggest reservoir of all and that the landforms are made of small stones, so when water goes over it, it collects the little stones and deposits them somewhere else."
301211,6,3,6,,,3,,0,0,0,0,0,I might use this explanation for my teacher to evaluate me to see how much I know about canyons or someone who isn't sure about how the canyons were formed.,"Most of the time, you have to add details according to the picture and a key showing what you are actually talking about and try not to get off topic.","Yes and no. It usually depends. If you say that the canyons were formed by elves, no. But you can explain to that person by weathering and erosion, that is the cause or nature.",My revised explanation fits the evidence I collected because I thought about the erosion or weathering through out the unit.,People who don't know how it was formed. So I can explain through their knowledge and explain that nature sometimes carves rocks and other things from water or wind.,"I can explain to them that if water was really fast, it could out slowly the base of it if it can break it apart piece by piece."
301131,6,3,6,,,3,,0,0,0,0,0,I think my explanation is correct because a little river can't erode the top of a plateau/cliff/area. You can also use this explanation to show how even small amounts of water weather a lot of a long period of time.,"This is a good explanation because it is more general. It doesn't say ""Rain erodes only canyons."" You could use this explanation for a few different phenomena.",Should address all ways. The explanation should address different ways because water weathers/erodes/deposits more than just rock from the Grand Canyon. Water erodes more than just landforms.,"My explanation fits this evidence because of an experiment we did in class. We sprayed the top of a plateau (made of paper). The water piled, but some damage was done by water still being sprayed.","Anyone learning about this topic. People of the general public would have need to know about the water erodes things. However, if you were learning, or it's for your job, you may need to know.","One thing you could get them to think of, is something bigger. Something like a typhoon or a hurricane. Both of those a water and they destroy more than you can possibly imagine."
301189,6,3,6,,,3,,0,0,0,0,0,"The purpose is to explain how this happens, so that you an understand the process. I/you could use this explanation to tell someone who doesn't get it, how it works. ","Details, to know what your stating, to generalize, accuracy. ","It should be generalized to fit all ways. So this way you don't have to: look at numerous different models, get confused, mistake one for the other.",In the stream table experiment I saw (so did others) that the water eroded and deposited sand. Thats in my explanation.,All people who want/need it. Because anyone can learn.,Show them my model and tell them my reasoning.
301132,6,3,6,,,3,,0,0,0,0,0,"The purpose of my explanation is to explain other scenarios similar to the Grand Canyon. For example, everyday rivers that are in my area.",A good explanation is one where the ideas are stated clearly and thoroughly everyone can understand. It gives reasons for things happen and backs it up evidence.,"Anyone who wants to know how water shapes land. Because it really can explain the answer to the question to anyone, but anyone who wants to know can know.","All situations. Because if I only show a specific situation, some might think that other canyons are shaped differently.",I would show them evidence and examples of water shaping landforms and give them the scientific explanation of why.,
301169,6,3,6,,,3,,0,0,0,0,0,It can explain that water and erosion is very powerful and can do damage to landforms. This explanation could be to teach someone about how landforms are formed by water.,The things that make this a good explanation are that it describes things people might never have known.,My explanation can be used for different ways water shapes landforms. Because it again shows how water moves through landforms and breaks things like rock.,It shows and explains everything gone over in class like how water forms land.,This explanation could be for anyone who wanted to know how water and erosion shapes. Because it could help them study or how certain land forms formed. ,You could tell them or show them how water has a big effect on the things that happen to build today. Especially how the Grand Canyon was formed.
301148,6,3,6,,,3,,0,0,0,0,0,The purpose of my explanation is to see how and why landforms are formed. I could use my explanation to teach other and I could add to it from other peoples ideas.,"A good explanation is when the person that is saying something is saying what he or she is thinking and the ""How and Why"". So if the person tells exactly what they think then its good.",I think it should show all the way water shapes things.,"My explanation shows that I learned that erosion, deposition, weathering is done by Earth and I evidence from landforms and models.",I think it is for other people. Other people can learn from my explanation and I can learn from other people's explanations.,I would tell them that a lot of water can break down things it just takes time to break it down.
301149,6,3,6,,,3,,0,0,0,0,0,The purpose of my explanation is to tell how water shapes our world. I might use my explanation to show ways of how some landforms were made.,"What makes a good explanation is when you take a scientific topic, give good details, and clearly state the main ideas about why the topic happened.",I think my explanation should state all the different water shapes landforms. Because when I was in fifth grade I learned that you have to be general with your explanations.,MY explanation fits the evidence we collected during this unit because it talks about the different ways that water shapes the world.,I think this explanation is for Mr. Lee (I think that is his name). So Mr. Lee can study how we think.,"If they said water was to small to shape land forms I might show them my explanation and show them that water can frost wedge, weather erode, and deposit things and show them how a stream table works."
301178,6,3,6,,,3,,0,0,0,0,0,To explain how river canyons are formed. I would use my explanation to teach people who don't know how river canyons are formed.,What makes a good explanation is when it is very descriptive and good detail.,It should focus on all the different ways. Because then you understand all of the situations and they won't be confusing. ,It fits the evidence because it describes how river canyons are formed in good details.,People who don't know how the water shapes landforms. Because then my explanation can help them understand it a little better.,"I would convince that person by telling them about the grand canyon and tell them of erosion, deposition, or weathering."
301120,6,3,6,,,3,,4,0,0,0,0,To help people study landforms.,"Talking about actual fact, not theory.",A specific situation. So you can relate the specific situation to more situations.,It talks about things like erosion and that it is caused by water.,6th graders. It's a very basic explanation.,I might help them conduct an experiment that will prove them wrong.
301180,6,3,6,,,3,,0,0,0,0,0,I may use it for showing the step by step process of how erosion works.,Describing every step in detail.,It should be about all places and not just one place. Because if someone wants to know more about if it works in other examples it would work.,It fits it by showing every step of water erosion in detail from the different experiments I did.,"Anyone wondering how erosion works. Because, if someone is drawing chart of progress then they could use this info.",It doesn't happen fast but as time goes on it takes bits of sand and dirt from the rock into water.
301157,6,3,6,,,3,,0,0,0,0,0,The purpose of my explanation is to show how river canyons are formed. It shows how a river canyons is formed.,A good explanation shows how and why. A good explanation answer the question and is easy to understand.,It should apply to everything. The Grand Canyon is not the only landform shaped by water and people might think it only applies to the Grand Canyon.,"I learned that moving water created canyons, from the stream table experiments, so I put that in my explanation.","Anyone who was asked the question. If you're interested, but if you're not, you don't really absorb the information.","I think I could show them a stream table because thats what's going on, only on a smaller scale. But its not really the size of water, it's just the fact that it happens over and over again."
301212,6,3,6,,,3,,0,0,0,0,6,"By giving them the correct answer, I hope.",,"People who don't understand. No one who does will read this, besides MSU to understand.",All different ways. Because science is general.,"If water is small, then why is our Earth mostly water?",
301215,6,3,6,,,3,,0,0,0,0,0,The purpose is to show erosion. I might use it for telling people how canyons are formed.,A good explanation was to be detailed and factual. An explanation also has to be easy to understand while still proving the point.,"It should address all ways because it needs to be in depth. It should because an explanation needs to be in depth, and showing all possible ways something can happen.","My revised explanation fits because all he talked about in this unit is how water eroded our land and why, we also talked about how water could have formed canyon rivers.","This explanation is for everybody. It is for everybody because everything deserves to learn everything about the world, and how information. ","I might convince that person with my explanation, showing how if there is a lot of water in an area, it can shape landforms because of the massive amount of H20."
301130,6,3,6,,,3,,0,0,0,0,0,You might use your explanation to explain how the water cut through the land and how the Grand Canyon formed.,A good explanation is describing what you need to describe in a way that makes since and give the reader enough information.,I think it should focus on how water shapes our landforms. Because if we learned how that forms we would know how the Grand Canyon formed.,It fits the evidence because in this unit we learned how water can cut through the land and make a canyon.,Someone who wants to know more about how the canyons are formed. Because that would be its purpose.,Over millions of years the water cuts into the land taking more and more away from the land making.
301167,6,3,6,,,3,,0,0,0,0,0,"The purpose of my explanation is to explain other scenarios similar to the river canyon. For example, every day rivers that are in my area.",A good explanation is one where the ideas are stated clearly and thoroughly so that everyone can understand. It gives reasons things happens and backs it up evidence.,"All situations. Because if I only show a specific situation, some might think that other canyons are shaped differently.","In our unit we had stream tables and diagrams that showed how our land had been shaped over time. We read about examples of the breaking, moving, and depositing of earth materials and that helped me with my explanation of how and why water shapes land.","Anyone who wants to know how water shapes land. Because it really can explain the answer to the question to anyone, but anyone who wants to know can know.",I would show them evidence and examples of water shaping landforms and give them the scientific explanation of why.
301142,6,3,6,,,3,,0,0,0,4,0,I would use my explanation to help MSU students know how I learn. I would use it to explain why the Grand Canyon is formed and why the Grand Canyon follows the shape of the river at its bottom.,"A good explanation includes simplicity, key ideas, accuracy, and evidence. It should be simple enough to clearly see the key ideas, and there should evidence that your model is accurate.",I think it should address all the ways water shapes the land. So it can be use multiple times and not go to waste. And so people can use it for any kind of landform and not to search for a specific explanation for each landform.,"My revised explanation fits the evidence I collected in the unit by giving specific examples of how water shapes the land (erosion, deposition, frost wedging).","MSU. Because they gave this test to our class, and have been studying the class a lot lately.","I would show them the stream table activity, and look at the picture of the Grand Canyon where the water is flowing in the same shape as the canyon."
301176,6,4,6,,,,3,0,0,0,0,0,To show people that I know how water shaped our world. I might use my explanation for teaching little kids.,Data detail and a model with a key.,I think it should focus because they can't always be right.,It shows how are world is shaped by water.,Little kids so they can learn ahead of time.,If it was little we wouldn't have oceans or rivers or canyons or valleys.
301182,6,4,6,,,,3,0,0,0,0,0,The purpose of my explanation is because some people may not know how a river canyons are formed.,"What makes a good explanation is having details to help the reader picture in in their minds, having a good grip on what your explaining, making sure you have the whole main idea about the topic.",I think my explanation should address all the different ways that water shapes landforms. Because different landforms were formed almost the same way as my model.,My explanation fits the evidence in this unit because in this unit we learned about what formed the Grand Canyon.,For people who want to know how water shapes landforms. Because thats what my model is showing.,"Yes water is small, but if you've been on a beach, water moves and breaks sand. Sand is broken rocks so why can't water break rocks."
301125,6,4,6,,,,3,0,0,0,0,0,I might use the explanation when explaining how a river canyon is formed or how and river is formed.,A good explanation usually explains what's going on and how it's happening. It usually should give the reader a pretty good image of exactly what happens in their heads.,It could possibly represent everything. Because it's mainly the same process except sometimes it could be breaking down and through different kinds of Earth materials.,My explanation fits the evidence I've collected in this unit because I now understand a bit more about the process of erosion and weathering and such.,My explanation is for anyone who wants to know how and why a water shapes landforms. Because it explains that process so that they would understand at least a little bit after reading it.,"I would explain that maybe one small drop of water couldn't, but if you had a whole lot of forceful water it could definitely shape it after time."
301341,6,4,6,,,,3,0,0,0,0,0,The purpose of my explanation is to give it to MSU. I might use my explanation for science.,You need to be descriptive and stay on track.,I think it should address all the different ways that water shapes landforms. Because water weathers earth materials similarly everywhere.,My revised explanation fits the evidence I collected very well. We learned that water erodes earth materials slowly and I put that in my explanation.,I think it is for MSU. Because they will study it.,If you have a lot of water it is strong. Flowing water is really strong and can chip rocks a little at a time. Over time it will chip more and more and make shapes.
301136,6,4,6,,,,3,0,0,0,0,0,To tell how rivers are formed.,Like I've said before it tells how rivers are formed.,All things because the Grand Canyon isn't the only thing that water formed.,"It shows how water shapes our world through erosion, deposition, and weathering.",MSU to study what I've learned.,I would tell them that there is so much water on the Earth and is really powerful and maybe show them a stream table for proof.
301225,6,4,6,,,,3,0,0,0,0,0,How a river canyons are formed.,"Answer and why I think this, supporting answer will make a good explanation.",I think mine is for all of the because all land forms have water marks so I think water because it can cut through rock.,Because we looked at pictures of land forms and they all have water marks on the edge.,A teacher or a land forms scientist because they can understand how kids think how  land forms are formed.,Well all land forms have marks of water and water can cut through rock.
301195,6,4,6,,,,3,0,0,0,0,0,To show oxygen.,"A key, picture, and words.",No it should show all because the grand canyon is not the only thing that was eroded.,Show how water movement occurs and what it can do.,A scientist because they study things like this,The stronger or faster water the faster it snaps things.
301181,6,4,6,,,,3,0,6,0,0,0,To teach people who don't know about this subject.,"Evidence, mechanics, and audience.",All different ways. Because science is general.,"When we used the stream table, the sand traveled with the water.","People who don't understand. No one who does will read this, besides MSU/to understand.","If water is small, then why is our Earth mostly water? Water is powerful. You need is a to figure that out."
301123,6,4,6,,,,3,0,0,0,0,0,I might use this explanation for my teacher to see how much I know about canyons or someone who isn't sure about how the canyons were formed.,"Most of the time, you have to add details according to the picture and a key showing what you are actually talking about and try not to get off topic.","Yes and no. It usually depends. If you say that the canyons were formed by elves, no. But you can explain to that person by weathering and erosion that is the cause or nature.",My revised explanation fits the evidence I collected because I thought about the erosion or weathering through out the unit.,People who don't know how it was formed. So I can explain through their knowledge and explain that nature sometimes carves rocks and other things from water or wind. ,"I can explain to them that if water was really fast, it could carve out slowly the base of it if it can break it apart piece by piece."
301134,6,4,6,,,,3,0,0,5,0,0,Explaining how rivers make land form to the teachers.,Have a idea and model and a explanation.,Because water form more than one thing. Because the water explains how some landforms are formed.,That water forms some land form.,People because some people don't know.,Water has so much strength to move continents so it takes a long time to cover.
301191,6,4,6,,,,3,0,0,0,0,0,You could use it to explain how water shapes our world.,Details and organization. That can make a good explanation.,Specific. It helps the models work for people that need it. Everyone has their own model.,It fits because the Grand Canyon is made the same way.,People who study rocks. They can know what goes on with canyons. IT is there first and it is stronger than they think.,It is there first and it is stronger than they think.
301168,6,4,6,,,,3,0,0,0,0,0,I would use my explanation to help others who don't know that much about water. Also I could learn more about water by going back to my explanation and adding more to it.,I good explanation needs to have very descriptive writing. Also it needs to have great details so the reader can picture your writing.,It should address all different ways water shapes landforms. This is because there are different ways that water can shape landforms but in the Grand Canyon there is only one.,It does because we talked about the spread of the water and how it breaks apart rocks.,I think it is for other students. This is because it helps other students learn about how water shapes our world or we could compare what we think.,Water might be small but if it keeps pushing on the same rock all day and night the rock is eventually break off.
301170,6,4,6,,,,3,0,0,0,0,0,The purpose of my explanation is so you can understand what I drew I might use it for explaining how river canyons act. Were formed.,,It should address all because it is general and helps with all.,I dont know how,Me you the teacher because it helps me learn and your getting it.,I could take a peace of chalk and run water over it to show the how the chalk breaks down.
301139,6,4,6,,,,3,0,0,0,0,0,To explain the canyon picture.,Explaining using good words.,No one topic. Because they you can focus on what happened to that land form.,The same.,Those who don't understand. To understand.,Stick them in raging rapids to show them it can hurt. So I'm pretty sure it can shape land.
301229,6,4,6,,,,3,0,0,0,0,0,To show people what I think about how canyons are formed.,Detail and pictures.,Grand Canyon because it can be formed by wind to.,Great I learned in class.,My teacher so she can see my work.,The Grand Canyon river.
301202,6,4,6,,,,3,0,0,0,0,0,The purpose is to show erosion. I might use it for telling people how canyons are formed.,A good explanation has to be detailed and factual. An explanation also has to be easy to understand while still proving the point.,"It should address all ways because it needs to be in depth. IT should because an explanation needs to be in depth, and showing all possible ways something can happen.","My revised explanation fits because all he talked about in this unit is how water eroded our land and why, we also talked about how water could have formed canyon rivers.","This explanation is for every body. It is for every body because everybody deserves to learn everything abut the world, and how it form.","I might convince that person with my explanation, showing how if there is a lot of water in an area, it can shape landforms because of the massive amount of H20."
